service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
ssm;describeeffectivepatchesforpatchbaseline;Grants permission to view details about the patches currently associated with the  specified patch baseline (Windows only);Read;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;describeinstanceassociationsstatus;Grants permission to view the status of the associations for a specified instance;Read;None;False;*
ssm;describeinstanceinformation;Grants permission to view details about a specified instance;Read;None;False;*
ssm;describeinstancepatchstates;Grants permission to view status details about patches on a specified instance;Read;None;False;*
ssm;describeinstancepatchstatesforpatchgroup;Grants permission to describe the high-level patch state for the instances in the  specified patch group;Read;None;False;*
ssm;describeinstancepatches;Grants permission to view general details about the patches on a specified instance;Read;None;False;*
ssm;describeinstanceproperties;Grants permission to user's Amazon EC2 console to render managed instances' nodes;Read;None;False;*
ssm;describeinventorydeletions;Grants permission to view details about a specified inventory deletion;Read;None;False;*
ssm;describemaintenancewindowexecutiontaskinvocations;Grants permission to view details of a specified task execution for a maintenance  window;List;None;False;*
ssm;describemaintenancewindowexecutiontasks;Grants permission to view details about the tasks that ran during a specified maintenance  window execution;List;None;False;*
ssm;describemaintenancewindowexecutions;Grants permission to view the executions of a specified maintenance window;List;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;describemaintenancewindowschedule;Grants permission to view details about upcoming executions of a specified maintenance  window;List;None;False;*
ssm;describemaintenancewindowtargets;Grants permission to view a list of the targets associated with a specified maintenance  window;List;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;describemaintenancewindowtasks;Grants permission to view a list of the tasks associated with a specified maintenance  window;List;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;describemaintenancewindows;Grants permission to view information about all or specified maintenance windows;List;None;False;*
ssm;describemaintenancewindowsfortarget;Grants permission to view information about the maintenance window targets and tasks  associated with a specified instance;List;None;False;*
ssm;describeopsitems;Grants permission to view details about specified OpsItems;Read;None;False;*
ssm;describeparameters;Grants permission to view details about a specified SSM parameter;List;None;False;*
ssm;describepatchbaselines;Grants permission to view information about patch baselines that meet the specified  criteria;List;None;False;*
ssm;describepatchgroupstate;Grants permission to view aggregated status details for patches for a specified patch  group;Read;None;False;*
ssm;describepatchgroups;Grants permission to view information about the patch baseline for a specified patch  group;List;None;False;*
ssm;describepatchproperties;Grants permission to view details of available patches for a specified operating system  and patch property;List;None;False;*
ssm;describesessions;Grants permission to view a list of recent Session Manager sessions that meet the  specified search criteria;List;None;False;*
ssm;getautomationexecution;Grants permission to view details of a specified Automation execution;Read;None;False;*
ssm;getcommandinvocation;Grants permission to view details about the command execution of a specified invocation  or plugin;Read;None;False;*
ssm;getconnectionstatus;Grants permission to view the Session Manager connection status for a specified managed  instance;Read;None;False;*
ssm;getdefaultpatchbaseline;Grants permission to view the current default patch baseline for a specified operating  system type;Read;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;getdeployablepatchsnapshotforinstance;Grants permission to retrieve the current patch baseline snapshot for a specified  instance;Read;None;False;*
ssm;getdocument;Grants permission to view the contents of a specified SSM document;Read;document;True;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;getinventory;Grants permission to view instance inventory details per the specified criteria;Read;None;False;*
ssm;getinventoryschema;Grants permission to view a list of inventory types or attribute names for a specified  inventory item type;Read;None;False;*
ssm;getmaintenancewindow;Grants permission to view details about a specified maintenance window;Read;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;getmaintenancewindowexecution;Grants permission to view details about a specified maintenance window execution;Read;None;False;*
ssm;getmaintenancewindowexecutiontask;Grants permission to view details about a specified maintenance window execution task;Read;None;False;*
ssm;getmaintenancewindowexecutiontaskinvocation;Grants permission to view details about a specific maintenance window task running  on a specific target;Read;None;False;*
ssm;getmaintenancewindowtask;Grants permission to view details about tasks registered with a specified maintenance  window;Read;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;getmanifest;Used by Systems Manager and SSM Agent to determine package installation requirements  for an instance (internal Systems Manager call);Read;None;False;*
ssm;getopsitem;Grants permission to view information about a specified OpsItem;Read;None;False;*
ssm;getopssummary;Grants permission to view summary information about OpsItems based on specified filters  and aggregators;Read;resourcedatasync;True;arn:${Partition}:ssm:${Region}:${Account}:resource-data-sync/${SyncName}
ssm;getparameter;Grants permission to view information about a specified parameter;Read;parameter;True;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;getparameterhistory;Grants permission to view details and changes for a specified parameter;Read;parameter;True;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;getparameters;Grants permission to view information about multiple specified parameters;Read;parameter;True;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;getparametersbypath;Grants permission to view information about parameters in a specified hierarchy;Read;parameter;True;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;getpatchbaseline;Grants permission to view information about a specified patch baseline;Read;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;getpatchbaselineforpatchgroup;Grants permission to view the ID of the current patch baseline for a specified patch  group;Read;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;getservicesetting;Grants permission to view the account-level setting for an AWS service;Read;servicesetting;True;arn:${Partition}:ssm:${Region}:${Account}:servicesetting/${ResourceId}
ssm;labelparameterversion;Grants permission to apply an identifying label to a specified version of a parameter;Write;parameter;True;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;listassociationversions;Grants permission to list versions of the specified association;List;None;False;*
ssm;listassociations;Grants permission to list the associations for a specified SSM document or managed  instance;List;None;False;*
ssm;listcommandinvocations;Grants permission to list information about command invocations sent to a specified  instance;Read;None;False;*
ssm;listcommands;Grants permission to list the commands sent to a specified instance;Read;None;False;*
ssm;listcomplianceitems;Grants permission to list compliance status for specified resource types on a specified  resource;List;None;False;*
ssm;listcompliancesummaries;Grants permission to list a summary count of compliant and noncompliant resources  for a specified compliance type;List;None;False;*
ssm;listdocumentversions;Grants permission to list all versions of a specified document;List;document;True;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;listdocuments;Grants permission to view information about a specified SSM document;List;None;False;*
ssm;listinstanceassociations;Used by SSM Agent to check for new State Manager associations (internal Systems Manager  call);List;None;False;*
ssm;listinventoryentries;Grants permission to view a list of specified inventory types for a specified instance;List;None;False;*
ssm;listresourcecompliancesummaries;Grants permission to list resource-level summary count;List;None;False;*
ssm;listresourcedatasync;Grants permission to list information about resource data sync configurations in an  account;List;None;False;*
ssm;listtagsforresource;Grants permission to view a list of resource tags for a specified resource;Read;document;False;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;listtagsforresource;Grants permission to view a list of resource tags for a specified resource;Read;maintenancewindow;False;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;listtagsforresource;Grants permission to view a list of resource tags for a specified resource;Read;managed-instance;False;arn:${Partition}:ssm:${Region}:${Account}:managed-instance/${ManagedInstanceName}
ssm;listtagsforresource;Grants permission to view a list of resource tags for a specified resource;Read;parameter;False;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;listtagsforresource;Grants permission to view a list of resource tags for a specified resource;Read;patchbaseline;False;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;modifydocumentpermission;Grants permission to share a custom SSM document publicly or privately with specified  AWS accounts;Permissions management;document;True;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;putcomplianceitems;Grants permission to register a compliance type and other compliance details on a  specified resource;Write;None;False;*
ssm;putconfigurepackageresult;Used by SSM Agent to generate a report of the results of specific agent requests (internal  Systems Manager call);Write;None;False;*
ssm;putinventory;Grants permission to add or update inventory items on multiple specified managed instances;Write;None;False;*
ssm;putparameter;Grants permission to create an SSM parameter;Write;parameter;True;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;putparameter;Grants permission to create an SSM parameter;Write;None;False;*
ssm;registerdefaultpatchbaseline;Grants permission to specify the default patch baseline for an operating system type;Write;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;registerpatchbaselineforpatchgroup;Grants permission to specify the default patch baseline for a specified patch group;Write;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;registertargetwithmaintenancewindow;Grants permission to register a target with a specified maintenance window;Write;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;registertaskwithmaintenancewindow;Grants permission to register a task with a specified maintenance window;Write;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;removetagsfromresource;Grants permission to remove a specified tag key from a specified resource;Tagging;document;False;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;removetagsfromresource;Grants permission to remove a specified tag key from a specified resource;Tagging;maintenancewindow;False;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;removetagsfromresource;Grants permission to remove a specified tag key from a specified resource;Tagging;managed-instance;False;arn:${Partition}:ssm:${Region}:${Account}:managed-instance/${ManagedInstanceName}
ssm;removetagsfromresource;Grants permission to remove a specified tag key from a specified resource;Tagging;parameter;False;arn:${Partition}:ssm:${Region}:${Account}:parameter/${FullyQualifiedParameterName}
ssm;removetagsfromresource;Grants permission to remove a specified tag key from a specified resource;Tagging;patchbaseline;False;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;resetservicesetting;Grants permission to reset the service setting for an AWS account to the default value;Write;servicesetting;True;arn:${Partition}:ssm:${Region}:${Account}:servicesetting/${ResourceId}
ssm;resumesession;Grants permission to reconnect a Session Manager session to a managed instance;Write;session;True;arn:${Partition}:ssm:${Region}:${Account}:session/${SessionId}
ssm;sendautomationsignal;Grants permission to send a signal to change the current behavior or status of a specified  Automation execution;Write;None;False;*
ssm;sendcommand;Grants permission to run commands on one or more specified managed instances;Write;document;True;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;sendcommand;Grants permission to run commands on one or more specified managed instances;Write;managed-instance;False;arn:${Partition}:ssm:${Region}:${Account}:managed-instance/${ManagedInstanceName}
ssm;sendcommand;Grants permission to run commands on one or more specified managed instances;Write;None;False;*
ssm;startassociationsonce;Grants permission to run a specified association manually;Write;None;False;*
ssm;startautomationexecution;Grants permission to initiate the execution of an Automation document;Write;document;True;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;startsession;Grants permission to initiate a connection to a specified target for a Session Manager  session;Write;document;False;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;startsession;Grants permission to initiate a connection to a specified target for a Session Manager  session;Write;None;False;*
ssm;stopautomationexecution;Grants permission to stop a specified Automation execution that is already in progress;Write;None;False;*
ssm;terminatesession;Grants permission to permanently end a Session Manager connection to an instance.;Write;session;True;arn:${Partition}:ssm:${Region}:${Account}:session/${SessionId}
ssm;updateassociation;Grants permission to update an association and immediately run the association on  the specified targets;Write;None;False;*
ssm;updateassociationstatus;Grants permission to update the status of the SSM document associated with a specified  instance;Write;document;False;arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName}
ssm;updatedocument;Grants permission to update one or more values for an SSM document;Write;None;False;*
ssm;updatedocumentdefaultversion;Grants permission to change the default version of an SSM document;Write;None;False;*
ssm;updateinstanceassociationstatus;Used by SSM Agent to update the status of the association that it is currently running  (internal Systems Manager call);Write;None;False;*
ssm;updateinstanceinformation;Used by SSM Agent to send a heartbeat signal to the Systems Manager service in the  cloud;Write;None;False;*
ssm;updatemaintenancewindow;Grants permission to update a specified maintenance window;Write;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;updatemaintenancewindowtarget;Grants permission to update a specified maintenance window target;Write;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;updatemaintenancewindowtask;Grants permission to update a specified maintenance window task;Write;maintenancewindow;True;arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId}
ssm;updatemanagedinstancerole;Grants permission to assign or change the IAM role assigned to a specified managed  instance;Write;managed-instance;True;arn:${Partition}:ssm:${Region}:${Account}:managed-instance/${ManagedInstanceName}
ssm;updateopsitem;Grants permission to edit or change an OpsItem;Write;None;False;*
ssm;updatepatchbaseline;Grants permission to update a specified patch baseline;Write;patchbaseline;True;arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId}
ssm;updateresourcedatasync;Grants permission to update a resource data sync;Write;resourcedatasync;True;arn:${Partition}:ssm:${Region}:${Account}:resource-data-sync/${SyncName}
ssm;updateresourcedatasync;Grants permission to update a resource data sync;Write;None;False;*
ssm;updateservicesetting;Grants permission to update the service setting for an AWS account;Write;servicesetting;True;arn:${Partition}:ssm:${Region}:${Account}:servicesetting/${ResourceId}
ssmmessages;createcontrolchannel;Registers a control channel for an instance to send control messages to Systems Manager  service.;Write;None;False;*
ssmmessages;createdatachannel;Registers a data channel for an instance to send data messages to Systems Manager  service.;Write;None;False;*
ssmmessages;opencontrolchannel;Opens a websocket connection for a registered control channel stream from an instance  to Systems Manager service.;Write;None;False;*
ssmmessages;opendatachannel;Opens a websocket connection for a registered data channel stream from an instance  to Systems Manager service.;Write;None;False;*
sso;associatedirectory;Connect a directory to be used by AWS Single Sign-On;Permissions management;None;False;*
sso;associateprofile;Create an association between a directory user or group and a profile;Permissions management;None;False;*
sso;createapplicationinstance;Add an application instance to AWS Single Sign-On;Permissions management;None;False;*
sso;createapplicationinstancecertificate;Add a new certificate for an application instance;Permissions management;None;False;*
sso;createmanagedapplicationinstance;Add a managed application instance to AWS Single Sign-On;Write;None;False;*
sso;createpermissionset;Create a permission set;Permissions management;None;False;*
sso;createprofile;Create a profile for an application instance;Permissions management;None;False;*
sso;createtrust;Create a federation trust in a target account;Permissions management;None;False;*
sso;deleteapplicationinstance;Delete the application instance;Permissions management;None;False;*
sso;deleteapplicationinstancecertificate;Delete an inactive or expired certificate from the application instance;Permissions management;None;False;*
sso;deletemanagedapplicationinstance;Delete the managed application instance;Write;None;False;*
sso;deletepermissionset;Delete a permission set;Permissions management;None;False;*
sso;deletepermissionspolicy;Delete the permission policy associated with a permission set;Permissions management;None;False;*
sso;deleteprofile;Delete the profile for an application instance;Permissions management;None;False;*
sso;describepermissionspolicies;Retrieve all the permissions policies associated with a permission set;Read;None;False;*
sso;disassociatedirectory;Disassociate a directory to be used by AWS Single Sign-On;Permissions management;None;False;*
sso;disassociateprofile;Disassociate a directory user or group from a profile;Permissions management;None;False;*
sso;getapplicationinstance;Retrieve details for an application instance;Read;None;False;*
sso;getapplicationtemplate;Retrieve application template details;Read;None;False;*
sso;getmanagedapplicationinstance;Retrieve details for an application instance;Read;None;False;*
sso;getmfadevicemanagementfordirectory;Retrieve Mfa Device Management settings for the directory;Read;None;False;*
sso;getpermissionset;Retrieve details of a permission set;Read;None;False;*
sso;getpermissionspolicy;Retrieve all permission policies associated with a permission set;Read;None;False;*
sso;getprofile;Retrieve a profile for an application instance;Read;None;False;*
sso;getssostatus;Check if AWS Single Sign-On is enabled;Read;None;False;*
sso;getsharedssoconfiguration;Retrieve shared configuration for the current SSO instance;Read;None;False;*
sso;getssoconfiguration;Retrieve configuration for the current SSO instance;Read;None;False;*
sso;gettrust;Retrieve the federation trust in a target account;Read;None;False;*
sso;importapplicationinstanceserviceprovidermetadata;Update the application instance by uploading an application SAML metadata file provided  by the service provider;Permissions management;None;False;*
sso;listapplicationinstancecertificates;Retrieve all of the certificates for a given application instance;Read;None;False;*
sso;listapplicationinstances;Retrieve all application instances;List;None;False;*
sso;listapplicationtemplates;Retrieve all supported application templates;Read;None;False;*
sso;listapplications;Retrieve all supported applications;Read;None;False;*
sso;listdirectoryassociations;Retrieve details about the directory connected to AWS Single Sign-On;Read;None;False;*
sso;listpermissionsets;Retrieve all permission sets;Read;None;False;*
sso;listprofileassociations;Retrieve the directory user or group associated with the profile;Read;None;False;*
sso;listprofiles;Retrieve all profiles for an application instance;Read;None;False;*
sso;putmfadevicemanagementfordirectory;Put Mfa Device Management settings for the directory;Write;None;False;*
sso;putpermissionspolicy;Add a policy to a permission set;Permissions management;None;False;*
sso;startsso;Initialize AWS Single Sign-On;Permissions management;None;False;*
sso;updateapplicationinstanceactivecertificate;Set a certificate as the active one for this application instance;Permissions management;None;False;*
sso;updateapplicationinstancedisplaydata;Update display data of an application instance;Permissions management;None;False;*
sso;updateapplicationinstanceresponseconfiguration;Update federation response configuration for the application instance;Permissions management;None;False;*
sso;updateapplicationinstanceresponseschemaconfiguration;Update federation response schema configuration for the application instance;Permissions management;None;False;*
sso;updateapplicationinstancesecurityconfiguration;Update security details for the application instance;Permissions management;None;False;*
sso;updateapplicationinstanceserviceproviderconfiguration;Update service provider related configuration for the application instance;Permissions management;None;False;*
sso;updateapplicationinstancestatus;Update the status of an application instance;Permissions management;None;False;*
sso;updatedirectoryassociation;Update the user attribute mappings for your connected directory;Permissions management;None;False;*
sso;updatemanagedapplicationinstancestatus;Update the status of a managed application instance;Write;None;False;*
sso;updatepermissionset;Update the permission set.;Permissions management;None;False;*
sso;updateprofile;Update the profile for an application instance;Permissions management;None;False;*
sso;updatessoconfiguration;Update the configuration for the current SSO instance;Permissions management;None;False;*
sso;updatetrust;Update the federation trust in a target account;Permissions management;None;False;*
sso-directory;addmembertogroup;Adds member to the group in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;completevirtualmfadeviceregistration;Completes the creation process of a virtual MFA device;Write;None;False;*
sso-directory;createalias;Creates an alias for the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;createbearertoken;Creates a bearer token for a given provisioning tenant.;Write;None;False;*
sso-directory;createexternalidpconfigurationfordirectory;Create an External Identity Provider configuration for the directory;Write;None;False;*
sso-directory;creategroup;Creates a group in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;createprovisioningtenant;Creates a provisioning tenant for a given directory.;Write;None;False;*
sso-directory;createuser;Creates a user in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;deletebearertoken;Deletes the bearer token.;Write;None;False;*
sso-directory;deleteexternalidpconfigurationfordirectory;Delete an External Identity Provider configuration associated with the directory;Write;None;False;*
sso-directory;deletegroup;Deletes a group from the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;deletemfadeviceforuser;Deletes a MFA device by device name for a given user;Write;None;False;*
sso-directory;deleteprovisioningtenant;Deletes the provisioning tenant.;Write;None;False;*
sso-directory;deleteuser;Deletes a user from the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;describedirectory;Retrieve information about the directory that AWS SSO provides by default;Read;None;False;*
sso-directory;describegroups;Retrieves information about group from the directory that AWS SSO provides by default;List;None;False;*
sso-directory;describeusers;Retrieves information about user from the directory that AWS SSO provides by default;List;None;False;*
sso-directory;disableexternalidpconfigurationfordirectory;Disable authentication of end users with an External Identity Provider;Write;None;False;*
sso-directory;disableuser;Deactivates user in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;enableexternalidpconfigurationfordirectory;Enable authentication of end users with an External Identity Provider;Write;None;False;*
sso-directory;enableuser;Activates user in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;getawsspconfigurationfordirectory;Retrieve the AWS SSO Service Provider configurations for the directory;Read;None;False;*
sso-directory;listbearertokens;Lists bearer tokens for a given provisioning tenant.;List;None;False;*
sso-directory;listexternalidpconfigurationsfordirectory;List all the External Identity Provider configurations created for the directory;List;None;False;*
sso-directory;listgroupsforuser;Lists groups for a user from the directory that AWS SSO provides by default;List;None;False;*
sso-directory;listmembersingroup;Retrieves all members that are part of the group in the directory that AWS SSO provides  by default;List;None;False;*
sso-directory;listmfadevicesforuser;Lists all active MFA devices and their MFA device metadata for a user;List;None;False;*
sso-directory;listprovisioningtenants;Lists provisioning tenants for a given directory.;List;None;False;*
sso-directory;removememberfromgroup;Removes member that are part of the group in the directory that AWS SSO provides by  default;Permissions management;None;False;*
sso-directory;searchgroups;Search for groups within the associated directory;Read;None;False;*
sso-directory;searchusers;Search for users within the associated directory;Read;None;False;*
sso-directory;startvirtualmfadeviceregistration;Begins the creation process of virtual mfa device;Write;None;False;*
sso-directory;updateexternalidpconfigurationfordirectory;Update an External Identity Provider configuration associated with the directory;Write;None;False;*
sso-directory;updategroup;Updates information about group in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;updatepassword;Updates password by sending password reset link via email or generating one time password  for a user in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;updateuser;Updates user information in the directory that AWS SSO provides by default;Permissions management;None;False;*
sso-directory;verifyemail;Verify email address of an User;Permissions management;None;False;*
states;createactivity;Creates an activity. Activities must poll Step Functions using the GetActivityTask  and respond using SendTask* API calls.;Write;activity;True;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;createactivity;Creates an activity. Activities must poll Step Functions using the GetActivityTask  and respond using SendTask* API calls.;Write;None;False;*
states;createstatemachine;Creates a state machine.;Write;statemachine;True;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;createstatemachine;Creates a state machine.;Write;None;False;*
states;deleteactivity;Deletes an activity.;Write;activity;True;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;deletestatemachine;Deletes a state machine.;Write;statemachine;True;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;describeactivity;Describes an activity.;Read;activity;True;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;describeexecution;Describes an execution.;Read;execution;True;arn:${Partition}:states:${Region}:${Account}:execution:${StateMachineName}:${ExecutionId}
states;describestatemachine;Describes a state machine.;Read;statemachine;True;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;describestatemachineforexecution;Describes state machine for an execution.;Read;execution;True;arn:${Partition}:states:${Region}:${Account}:execution:${StateMachineName}:${ExecutionId}
states;getactivitytask;Used by workers to retrieve a task (with the specified activity ARN) which has been  scheduled for execution by a running state machine.;Write;activity;True;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;getexecutionhistory;Returns the history of the specified execution as a list of events. By default, the  results are returned in ascending order of the timeStamp of the events.;Read;execution;True;arn:${Partition}:states:${Region}:${Account}:execution:${StateMachineName}:${ExecutionId}
states;listactivities;Lists the existing activities. The results may be split into multiple pages.;List;None;False;*
states;listexecutions;Lists the executions of a state machine that meet the filtering criteria. The results  may be split into multiple pages.;Read;statemachine;True;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;liststatemachines;Lists the existing state machines. The results may be split into multiple pages.;List;None;False;*
states;listtagsforresource;This action lists tags for an AWS Step Functions resource.;Read;activity;False;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;listtagsforresource;This action lists tags for an AWS Step Functions resource.;Read;statemachine;False;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;sendtaskfailure;Used by workers to report that the task identified by the taskToken failed.;Write;None;False;*
states;sendtaskheartbeat;Used by workers to report to the service that the task represented by the specified  taskToken is still making progress.;Write;None;False;*
states;sendtasksuccess;Used by workers to report that the task identified by the taskToken completed successfully.;Write;None;False;*
states;startexecution;Starts a state machine execution.;Write;statemachine;True;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;stopexecution;Stops an execution.;Write;None;False;*
states;tagresource;This action tags an AWS Step Functions resource.;Tagging;activity;False;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;tagresource;This action tags an AWS Step Functions resource.;Tagging;statemachine;False;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;tagresource;This action tags an AWS Step Functions resource.;Tagging;None;False;*
states;untagresource;This action removes a tag from an AWS Step Functions resource.;Tagging;activity;False;arn:${Partition}:states:${Region}:${Account}:activity:${ActivityName}
states;untagresource;This action removes a tag from an AWS Step Functions resource.;Tagging;statemachine;False;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;untagresource;This action removes a tag from an AWS Step Functions resource.;Tagging;None;False;*
states;updatestatemachine;Updates a state machine.;Write;statemachine;True;arn:${Partition}:states:${Region}:${Account}:stateMachine:${StateMachineName}
states;updatestatemachine;Updates a state machine.;Write;None;False;*
storagegateway;activategateway;This operation activates the gateway you previously deployed on your host.;Write;None;False;*
storagegateway;addcache;This operation configures one or more gateway local disks as cache for a cached-volume  gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;addtagstoresource;This operation adds one or more tags to the specified resource.;Tagging;gateway;False;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;addtagstoresource;This operation adds one or more tags to the specified resource.;Tagging;share;False;arn:${Partition}:storagegateway:${Region}:${Account}:share/${ShareId}
storagegateway;addtagstoresource;This operation adds one or more tags to the specified resource.;Tagging;tape;False;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${TapeBarcode}
storagegateway;addtagstoresource;This operation adds one or more tags to the specified resource.;Tagging;volume;False;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;addtagstoresource;This operation adds one or more tags to the specified resource.;Tagging;None;False;*
storagegateway;adduploadbuffer;This operation configures one or more gateway local disks as upload buffer for a specified  gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;addworkingstorage;This operation configures one or more gateway local disks as working storage for a  gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;attachvolume;This operation connects a volume to an iSCSI connection and then attaches the volume  to the specified gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;attachvolume;This operation connects a volume to an iSCSI connection and then attaches the volume  to the specified gateway.;Write;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;cancelarchival;Cancels archiving of a virtual tape to the virtual tape shelf (VTS) after the archiving  process is initiated.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;cancelarchival;Cancels archiving of a virtual tape to the virtual tape shelf (VTS) after the archiving  process is initiated.;Write;tape;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${TapeBarcode}
storagegateway;cancelretrieval;Cancels retrieval of a virtual tape from the virtual tape shelf (VTS) to a gateway  after the retrieval process is initiated.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;cancelretrieval;Cancels retrieval of a virtual tape from the virtual tape shelf (VTS) to a gateway  after the retrieval process is initiated.;Write;tape;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${TapeBarcode}
storagegateway;createcachediscsivolume;This operation creates a cached volume on a specified cached gateway. This operation  is supported only for the gateway-cached volume architecture.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
